Delta Energy,Theta Energy,Alpha Energy,Beta Energy,Delta Relative Power,Theta Relative Power,Alpha Relative Power,Beta Relative Power,Beta-Theta Ratio,Slow-Fast Ratio,Beta-Delta Theta Ratio,Spectral Slope,Entropy,SEF95,Hjorth Mobility,Hjorth Complexity,Mean,Standard Deviation,Variance,Alpha-Beta Ratio,Delta-Theta Ratio,Delta-Alpha Ratio,Delta-Beta Ratio,Theta-Alpha Ratio,Theta-Beta Ratio,Peak Frequency,Spectral Centroid,label
0.792686615,0.197243944,1.102398281,1.108931934,0.247617008,0.061614457,0.344363786,0.346404749,5.62213424,0.714819901,1.12021184,-6.72279988,2.835290609,24,0.152627503,1.633507748,0.233742503,2.083580116,4.341306102,0.994108157,4.018813441,0.719056469,0.714819901,0.17892258,0.177868396,1,10.65843552,0
1.085511672,0.602309409,0.797778209,0.530433675,0.359913729,0.199702528,0.26451243,0.175871312,0.880666428,2.046460703,0.31427127,-6.630925209,2.653541319,23,0.145051782,1.726974304,-0.377095312,1.895633624,3.593426835,1.504011238,1.802249237,1.360668492,2.046460703,0.754983531,1.135503715,2,7.159730144,0
0.476570027,0.356804513,0.395286454,1.110308209,0.20375216,0.15254776,0.169000282,0.474699798,3.111811004,0.429223186,1.332303971,-6.687485184,2.874359523,24,0.117611165,1.977272864,0.111952405,2.405811093,5.787927016,0.35601507,1.335661435,1.205632073,0.429223186,0.902647963,0.321356277,0,8.596619708,0
1.758392345,0.207519685,0.388019429,1.371527631,0.471993465,0.055703117,0.104153453,0.368149964,6.609144715,1.28206848,0.697654631,-6.716310277,2.709380492,23,0.118576662,2.06165492,0.272043376,2.248636909,5.05636795,0.282910399,8.473376117,4.531712104,1.28206848,0.534817768,0.151305508,3,7.254169507,0
1.400667929,0.528991639,0.15324419,0.752306425,0.494026135,0.186579338,0.054050381,0.265344146,1.422151826,1.861831674,0.389864843,-6.598734393,2.422957401,21,0.134284082,1.970353561,-0.132193944,1.807419803,3.266766346,0.203699164,2.647807314,9.140104635,1.861831674,3.451952333,0.703159805,2,6.165199938,0
0.84051644,0.414616066,0.467736789,0.836163744,0.328450796,0.162020599,0.182778722,0.326749882,2.016718146,1.005205554,0.666195593,-6.624628704,2.785426057,24,0.124561238,1.976387317,-0.167285736,2.053562121,4.217117383,0.559384203,2.027216281,1.796985951,1.005205554,0.886430307,0.495855111,3,8.320963419,0
0.879905167,1.014646275,0.244167669,0.829687357,0.29642341,0.341815141,0.08225547,0.279505979,0.817710937,1.060526185,0.437933401,-6.701707179,2.695187052,27,0.131521065,1.921992168,0.31339183,2.062138187,4.252413903,0.294288766,0.867203861,3.603692381,1.060526185,4.155530832,1.222926042,2,8.709277317,0
2.049333644,0.967437766,0.550608993,0.714216201,0.478637722,0.225952572,0.128598989,0.166810717,0.738255447,2.869346343,0.236748531,-6.761436548,2.346170255,17,0.095175582,2.587643404,-0.202946808,2.652042094,7.033327271,0.770927616,2.118310568,3.721940015,2.869346343,1.757032265,1.354544695,3,5.300683548,0
1.332098694,1.684592005,0.673694216,0.406017945,0.325187424,0.411236898,0.164459951,0.099115726,0.241018563,3.280886253,0.134590512,-6.745495608,2.611987436,16,0.096557112,2.342956284,-0.285964335,2.704349415,7.313505758,1.659272019,0.790754491,1.977304634,3.280886253,2.500529122,4.149058005,1,5.735636086,0
1.015328104,0.916076903,0.345647927,1.021192566,0.307838851,0.27774673,0.104797513,0.309616906,1.114745457,0.994257242,0.528730412,-6.699371989,2.826615958,27,0.135529109,1.937292031,0.567666213,2.07211796,4.293672841,0.338474778,1.108343743,2.937463309,0.994257242,2.650317942,0.897065778,2,9.303981191,0
2.846022684,0.385838441,0.325690874,1.052390295,0.617366228,0.083697022,0.070649664,0.228287086,2.727541334,2.704341439,0.325629801,-6.796512141,2.306859655,23,0.126627695,2.105329269,-0.086310688,2.299619348,5.288249145,0.309477268,7.376203054,8.738417051,2.704341439,1.184676857,0.366630558,2,6.384846447,0
0.414486966,0.739329938,0.599752956,0.988380952,0.15116499,0.26963647,0.218732208,0.360466332,1.336860447,0.419359524,0.85661854,-6.735085357,2.95851456,24,0.147794149,1.707829014,-0.313001473,1.997660069,3.99064575,0.606803434,0.560625161,0.691096162,0.419359524,1.232724126,0.748021233,1,9.504539718,0
0.193330622,1.45586432,0.781815115,0.65935227,0.062559209,0.471098262,0.252984936,0.213357594,0.452894038,0.293212946,0.399802506,-6.700919677,2.853966788,25,0.130882499,1.855647569,0.177512882,2.054792094,4.222170551,1.185732043,0.132794395,0.247284323,0.293212946,1.862159343,2.208022002,6,9.03105737,0
0.857435201,0.678371695,0.729840525,0.467054728,0.313768261,0.248242091,0.2670765,0.170913148,0.688493832,1.83583454,0.304110321,-6.626245453,2.478016037,20,0.11874292,1.935368622,0.1484543,2.157411053,4.654422452,1.562644551,1.263960757,1.17482542,1.83583454,0.929479347,1.452445837,8,7.180818417,0
1.465017805,0.114193369,0.885274589,1.128000209,0.407800564,0.031786726,0.246423952,0.313988758,9.877983464,1.29877441,0.714280792,-6.749868493,2.708466134,26,0.119574513,2.11500277,-0.382455162,2.213544298,4.899778357,0.784817753,12.82927214,1.654873892,1.29877441,0.128992033,0.101235237,1,8.397514328,0
2.926458279,0.473691958,1.911367372,1.041889385,0.460612437,0.074557156,0.300841324,0.163989083,2.199508282,2.8087994,0.306424514,-6.916870133,2.512736615,21,0.125739378,2.06404027,0.143108702,2.396224208,5.741890457,1.834520439,6.177977543,1.531081006,2.8087994,0.24782884,0.454647072,1,6.801809462,0
1.161344367,1.640709156,0.853352447,1.044282266,0.247110938,0.349110212,0.181576395,0.222202455,0.636482257,1.112098142,0.372684625,-6.859102515,2.830497791,22,0.137710358,1.813536708,0.328437253,2.197810053,4.830369028,0.817166465,0.707830735,1.360919947,1.112098142,1.922662975,1.571135707,4,7.394728756,0
0.768868352,0.401130119,0.322979842,0.714072488,0.348369123,0.181749382,0.146340013,0.323541482,1.78015176,1.076737117,0.610319163,-6.727187251,2.925823559,26,0.136102302,1.825706113,-0.353835947,1.941822343,3.770674012,0.4523068,1.916755473,2.380545941,1.076737117,1.241966424,0.561749859,3,8.957192703,0
0.376935025,0.437032712,0.175057882,0.807709158,0.209788907,0.243237187,0.09743112,0.449542786,1.848166362,0.466671724,0.992311023,-6.67667737,2.957103229,23,0.157550345,1.59877612,-0.228688425,1.699449121,2.888127316,0.216733808,0.862486982,2.153202252,0.466671724,2.49650406,0.541076832,4,9.442960782,0
1.392691887,0.641045299,0.918265169,1.345258458,0.324088285,0.14917533,0.213686162,0.313050223,2.098538838,1.035259715,0.661471141,-6.751100916,2.77290212,20,0.134341583,1.661417969,0.485781959,2.023658962,4.095195594,0.682593864,2.172532718,1.516655466,1.035259715,0.698104776,0.476522036,2,8.598128245,0
1.329535064,0.539875579,1.3246718,0.666383313,0.34439758,0.139847265,0.343137819,0.172617336,1.234327573,1.995150596,0.356467058,-6.744526962,2.66525143,21,0.111244369,1.946879645,0.095251336,2.301255843,5.295778456,1.987852598,2.462669393,1.003671297,1.995150596,0.407554217,0.81015771,1,6.878797051,0
0.618640552,0.992808995,0.694556223,0.398206102,0.228769261,0.367134323,0.256842384,0.147254032,0.401090344,1.55356874,0.247110499,-6.622275053,2.568606586,23,0.118299202,2.029763357,-0.523172238,2.097743046,4.400525886,1.744212908,0.623121421,0.890699027,1.55356874,1.429414873,2.493203873,6,7.980091289,0
1.883212328,0.459839321,0.890751832,1.777258702,0.375811008,0.09176484,0.17775709,0.354667062,3.864955912,1.059616322,0.758523058,-6.902714319,2.893168317,20,0.126006723,1.860805449,0.186628749,2.191452326,4.802463295,0.501194244,4.095370367,2.114182943,1.059616322,0.5162373,0.258735164,2,7.977634882,0
0.520403277,0.191538537,0.482749518,0.714190964,0.272621983,0.100340674,0.25289643,0.374140912,3.728706381,0.728661245,1.003159177,-6.626606086,2.918474751,25,0.153958377,1.692975993,0.148919861,1.877006011,3.523151564,0.67593899,2.716963834,1.077998541,0.728661245,0.396765878,0.268189527,3,9.90994105,0
0.361867809,0.553862762,0.884236123,0.516141301,0.15623961,0.239135119,0.381776724,0.222848547,0.93189385,0.701102214,0.563638823,-6.698133524,2.850715907,26,0.147934282,1.918702278,-0.097152557,1.705745679,2.909568321,1.713166764,0.653352841,0.409243413,0.701102214,0.626374276,1.073083592,4,9.076298236,0
0.746451577,0.350983641,0.406746061,0.76130731,0.32948812,0.154926245,0.179540106,0.336045528,2.16906779,0.980486549,0.693715034,-6.694578893,2.918458198,27,0.132464721,1.963714282,0.143954824,1.764740356,3.114308523,0.534273159,2.126741792,1.835178377,0.980486549,0.862906058,0.461027546,3,9.69139887,0
0.597826599,0.477981258,0.499541583,0.530044845,0.283949949,0.227026957,0.237267474,0.251755621,1.108923908,1.127879282,0.492694714,-6.652766961,2.833315147,21,0.105573378,2.256588414,-0.294413105,2.262379916,5.118362884,0.942451545,1.250732301,1.19675042,1.127879282,0.95683978,0.901775128,3,7.743839193,0
5.82455398,1.122741746,0.4132872,0.508491835,0.740182824,0.142677733,0.052520431,0.064619012,0.452901869,11.45456737,0.073192772,-6.689238974,1.981749636,13,0.087429955,2.673905994,0.21178626,2.571207572,6.611108376,0.812770572,5.187794966,14.09323585,11.45456737,2.716613888,2.207983824,2,3.707824917,0
4.932165364,0.417446161,0.378836234,0.679772646,0.769662255,0.065142291,0.059117229,0.106078225,1.628407949,7.255610228,0.127069534,-6.722653812,1.842122084,17,0.068611291,3.441536133,-0.429327217,3.344195324,11.18364237,0.557298438,11.81509337,13.01925456,7.255610228,1.101917196,0.614096732,1,3.086146079,0
2.723448165,1.404478717,0.320595822,1.434834105,0.462907189,0.238720642,0.05449199,0.243880178,1.021613278,1.898092717,0.347591938,-6.770692006,2.386831179,21,0.07212349,3.389874084,0.41677293,4.27467569,18.27285225,0.223437554,1.939116721,8.494958373,1.898092717,4.38083911,0.978843974,1,5.974073974,0
8.738684097,1.15068321,0.265422748,0.788717389,0.798526811,0.10514757,0.024253901,0.072071719,0.685433994,11.07961384,0.07975408,-6.750946731,1.740305682,13,0.086817989,3.013836503,1.847081614,3.915004082,15.32725696,0.336524529,7.594343972,32.92364415,11.07961384,4.335284821,1.458929683,1,2.598612532,0
8.186790794,0.326766878,0.532712041,1.846729132,0.75156446,0.029997881,0.048904076,0.169533584,5.651518726,4.433130258,0.216916265,-6.913151561,1.733859998,19,0.055619107,4.662302068,-2.777093302,5.026792266,25.26864048,0.288462467,25.05391867,15.36813544,4.433130258,0.613402464,0.176943588,1,3.180177687,0
8.789048396,1.953071646,0.134171223,0.291742495,0.786982614,0.174880528,0.012013863,0.026122995,0.149376238,30.12604794,0.027158745,-6.700337194,1.07662329,6,0.036623027,6.917337842,-0.764234802,6.010925612,36.13122672,0.459896055,4.50011571,65.50621078,30.12604794,14.55656143,6.694505181,1,2.055390643,0
4.070736905,0.519581035,0.136416003,0.602496173,0.763850841,0.097496453,0.025597694,0.113055012,1.159580763,6.756452713,0.131253691,-6.675806235,1.729138147,18,0.063659871,4.242042176,2.489663293,3.558147708,12.66041511,0.226418041,7.834652591,29.84061118,6.756452713,3.808798263,0.86238064,1,2.847567315,0
1.69082496,0.517630387,0.303070165,0.530493081,0.555823348,0.170160166,0.099627979,0.174388507,1.024849185,3.187270526,0.24021001,-6.683114027,2.554768029,23,0.088716458,2.943874705,-0.15969763,2.791018296,7.789783126,0.571298998,3.2664716,5.578988478,3.187270526,1.707955605,0.975753325,2,5.768050117,0
0.906180651,0.463873523,1.038005505,0.837623516,0.279195657,0.142920148,0.319811098,0.258073097,1.805715294,1.081847195,0.61137985,-6.704961323,2.751065064,22,0.10752766,2.262980871,-1.090352263,2.423199856,5.871897544,1.239226796,1.953508026,0.873001777,1.081847195,0.446889271,0.553797159,1,6.93320084,0
1.739681221,1.534766503,0.204250424,0.609868475,0.425499052,0.375380089,0.049956487,0.149164373,0.397368899,2.852551479,0.18625079,-6.731121364,2.384040731,20,0.111124616,2.264844437,-0.216580246,2.596978527,6.744297469,0.334908971,1.13351524,8.517393451,2.852551479,7.514141101,2.516553266,1,5.286508548,0
0.439474397,0.568510005,0.460064496,1.227575043,0.163032532,0.210901082,0.170670875,0.455395511,2.159284855,0.358002063,1.217851229,-6.767476932,3.000857295,26,0.174826917,1.502127467,0.87112687,1.740279952,3.028574311,0.374775048,0.773028432,0.955245192,0.358002063,1.235718057,0.463116294,4,10.85865703,0
0.548900083,0.319473002,0.596616842,0.74810054,0.248024241,0.144356052,0.269585384,0.338034324,2.341670613,0.733725018,0.861496693,-6.647548278,2.931092886,24,0.133936667,1.982093873,-0.078974832,2.025851507,4.104074329,0.797508905,1.718142314,0.920021098,0.733725018,0.535474327,0.427045544,2,10.2743891,0
1.083572791,0.268020753,0.319384069,0.529608201,0.49240197,0.121795184,0.14513593,0.240666916,1.975996989,2.045989448,0.391839842,-6.653008114,2.654880363,24,0.134341712,1.993017882,-0.474871903,1.642143047,2.696633786,0.603057257,4.042868989,3.392695179,2.045989448,0.839180094,0.506073646,1,6.653451628,0
0.23690959,0.169711431,0.311249322,0.524196442,0.190738206,0.136636317,0.250589844,0.422035633,3.088751535,0.451948107,1.289152345,-6.545179628,3.086919822,24,0.137812888,1.857688679,0.077307057,1.571761662,2.470434722,0.593764659,1.395955409,0.761156967,0.451948107,0.545258797,0.323755404,11,10.38092146,0
0.791868595,0.561960772,1.070477,0.571379527,0.264336323,0.187590018,0.357339533,0.190734125,1.016760521,1.385888988,0.422046929,-6.632673922,2.657796004,25,0.13525872,1.882008437,0.332685365,1.825626698,3.332912839,1.873495546,1.409117209,0.739734338,1.385888988,0.524962958,0.983515764,8,7.476769418,0
0.43905928,0.342802975,0.910288809,0.413433109,0.208521362,0.162806588,0.432321263,0.196350787,1.206037109,1.061983841,0.528779981,-6.591010065,2.870019899,21,0.129984888,1.944718063,0.227361336,1.782810217,3.178412269,2.201780143,1.280791921,0.482329648,1.061983841,0.376587047,0.829161883,11,9.170491285,0
1.246840227,0.366141358,0.910051257,0.704784673,0.386279652,0.113433104,0.28194012,0.218347125,1.92489774,1.769108033,0.436945269,-6.67177048,2.678952121,22,0.136585209,1.694315154,-0.3971719,1.831990271,3.356188352,1.29124723,3.405352055,1.370076924,1.769108033,0.402330479,0.519508117,2,7.564241415,0
0.745910032,1.298541952,0.601757773,0.625976463,0.22795464,0.396842314,0.183900833,0.191302212,0.482061024,1.191594375,0.30618301,-6.683521547,2.651376235,19,0.123128355,1.82696917,-0.147338006,1.988189286,3.952896636,0.961310542,0.574421204,1.239551969,1.191594375,2.157914715,2.074426164,7,7.616255978,0
0.330140074,0.611292296,0.367773441,0.462564585,0.186333441,0.345017784,0.207573984,0.261074791,0.756699517,0.713716709,0.49134128,-6.622345618,2.921282342,24,0.117053734,2.052649582,0.212773761,2.114456908,4.470928017,0.79507479,0.540069089,0.897672418,0.713716709,1.66214367,1.321528529,3,8.870623437,0
0.482524604,1.860048081,0.559435573,0.939728299,0.125600649,0.484168566,0.145620493,0.244610292,0.505217208,0.513472462,0.401152248,-6.737370053,2.634571628,19,0.130196414,1.862532271,0.034004631,2.08770608,4.358516675,0.595316299,0.259415124,0.862520416,0.513472462,3.32486558,1.979346672,5,8.339081104,0
0.348626836,0.28564356,0.610627254,0.730213177,0.176510012,0.144621535,0.309161008,0.369707445,2.556378925,0.477431587,1.151264794,-6.674229598,3.068838392,27,0.147955801,1.674642542,0.023986554,1.656612861,2.744366171,0.836231492,1.220496047,0.570932321,0.477431587,0.467787112,0.391178315,3,10.89532349,0
0.229266963,0.61071545,0.138367063,0.600721356,0.145191057,0.38675621,0.087625622,0.380427112,0.983635433,0.381652759,0.715159445,-6.516398296,2.773504383,23,0.151403641,1.623880252,0.126892327,1.877747082,3.525934106,0.23033485,0.375407177,1.656947525,0.381652759,4.413734277,1.016636821,4,8.802332928,0
0.606177225,2.279086262,0.358695011,1.614239832,0.12477408,0.4691217,0.073832929,0.332271291,0.70828378,0.375518689,0.559477441,-6.839732522,2.7976859,22,0.144080342,1.679948002,0.030275318,2.074426606,4.303245743,0.222206765,0.265973796,1.689951646,0.375518689,6.353827597,1.411863477,4,8.646784101,0
0.252727381,0.995195797,0.951188862,1.314712493,0.071923734,0.283222963,0.270699021,0.374154281,1.321059129,0.192230151,1.053520374,-6.770131617,3.020240168,26,0.151812336,1.623365144,-0.298409129,2.239322796,5.014566583,0.72349572,0.253947396,0.265696321,0.192230151,1.046265192,0.756968388,8,11.45563873,0
0.096474836,1.538103216,0.934826089,0.990840186,0.027097813,0.432021815,0.262573577,0.278306794,0.64419616,0.097366697,0.606174899,-6.697877846,2.804339892,21,0.159241063,1.548070453,0.040738532,2.165077283,4.687559643,0.943468081,0.062723253,0.103200839,0.097366697,1.645336213,1.552322199,5,9.33185737,0
0.345828804,0.659693707,0.737681733,1.471988969,0.107560816,0.205180113,0.229436206,0.457822865,2.231321828,0.234939807,1.463904539,-6.731263726,3.062644206,23,0.142611327,1.709347147,0.286886577,1.959884873,3.841148717,0.501146237,0.52422632,0.468804891,0.234939807,0.894279576,0.448164844,5,11.82589853,0
0.856096809,1.938857947,0.321698577,0.491860248,0.237243615,0.537300998,0.089149887,0.1363055,0.253685552,1.740528559,0.175981471,-6.686768755,2.422091622,23,0.128059981,1.924561255,-0.254297795,1.966335184,3.866474057,0.654044678,0.441546948,2.661176856,1.740528559,6.026939763,3.941887874,5,6.737066149,0
0.493034568,0.45329232,0.963741874,1.048809997,0.166628851,0.153197328,0.32571185,0.354461971,2.31376079,0.470089501,1.108295674,-6.70037121,2.885273233,22,0.14831388,1.672010153,-0.304924828,1.84038232,3.387007082,0.918890815,1.087674656,0.511583632,0.470089501,0.470346192,0.432196796,3,9.655774257,0
0.625986882,0.765971813,0.430335671,0.827425711,0.23624642,0.289076503,0.162407975,0.312269103,1.080229973,0.756547535,0.594432661,-6.678248832,2.869219428,24,0.165504232,1.567183907,0.152521523,1.731658234,2.998640241,0.520089798,0.817245323,1.454647904,0.756547535,1.779940321,0.925728803,2,9.305184161,0
0.575471555,0.916907115,0.191139088,0.8050822,0.231243094,0.368442952,0.076805871,0.323508082,0.878041174,0.714798508,0.539462414,-6.665554144,2.815048871,25,0.146966027,1.841284456,0.023555523,1.619716997,2.623483151,0.237415617,0.627622521,3.01074763,0.714798508,4.797067551,1.138898755,5,9.422362496,0
0.297941384,0.246143034,0.265809505,0.652286186,0.203765174,0.16833975,0.181789852,0.446105224,2.650029027,0.456764822,1.198869448,-6.464170146,2.835946778,25,0.133967057,1.981877211,0.159953059,1.629477557,2.655197109,0.407504422,1.210440038,1.120883106,0.456764822,0.926012914,0.377354357,1,10.45368662,0
0.472681704,0.648339039,0.424948468,0.484993585,0.232737746,0.319227433,0.209234984,0.238799837,0.748055501,0.974614343,0.432635692,-6.648921367,2.847972689,26,0.157821049,1.652360616,-0.009792213,1.593692023,2.539854263,0.876193998,0.729065621,1.112327116,0.974614343,1.525688614,1.336799206,4,8.407958617,0
0.328414808,0.241769063,1.059146249,0.999544127,0.124926024,0.091966766,0.402889659,0.380217551,4.13429293,0.328564591,1.753020699,-6.660087964,2.961482211,23,0.1589115,1.553407536,-0.16464279,1.60734569,2.583560167,1.059629305,1.358382267,0.310075033,0.328564591,0.228267874,0.241879329,10,10.68321612,0
0.187042597,0.296239158,0.46145252,0.895650216,0.101632348,0.160965907,0.250737018,0.486664727,3.023402515,0.208834424,1.85326718,-6.511458333,3.049349653,25,0.163828352,1.546444058,0.120483173,1.481417273,2.194597136,0.515215105,0.631390523,0.405334437,0.208834424,0.641971049,0.330753181,11,12.22247178,0
1.029268931,0.935054974,0.174550779,0.64333498,0.369946573,0.336083576,0.062738183,0.231231667,0.688018349,1.599895798,0.327509622,-6.651881481,2.624068221,23,0.122264715,2.062064226,0.029432687,2.041626945,4.168240583,0.27132176,1.100757665,5.896673371,1.599895798,5.356922378,1.453449608,2,7.582025614,0
0.714957172,1.960806002,0.447748605,0.968649541,0.174713829,0.479161462,0.109416167,0.236708542,0.494005802,0.738096847,0.362008697,-6.737591988,2.546534833,19,0.126151177,1.953902642,-0.057142828,2.185026079,4.774338967,0.462240043,0.364624125,1.596782578,0.738096847,4.379256528,2.024267725,4,7.130159294,0
0.879308875,0.284521206,0.679568695,1.097623747,0.298980667,0.096742274,0.231065451,0.373211609,3.857792409,0.80110227,0.943113402,-6.697258212,2.879046075,25,0.141292657,1.744179311,-0.042096923,2.037134085,4.14991528,0.61912718,3.090486256,1.293921985,0.80110227,0.418679094,0.259215607,3,10.03761642,0
0.07819148,2.931293037,0.495310138,0.787877847,0.018215105,0.682859695,0.115385028,0.183540171,0.268781673,0.099243151,0.261798272,-6.619594782,2.287368504,20,0.133248312,1.759682767,0.064725712,2.094178821,4.385584934,0.628663619,0.02667474,0.157863679,0.099243151,5.918096179,3.720491761,6,8.3539161,0
0.550412635,0.288964111,0.970120495,0.703801786,0.219000059,0.114974027,0.385994856,0.280031058,2.435602762,0.78205632,0.838481397,-6.65356413,2.88308367,21,0.140239651,1.653508248,-0.040245869,1.816696797,3.300387251,1.378400161,1.904778532,0.567365227,0.78205632,0.297864144,0.410575984,9,9.148907368,0
0.302412912,0.380327854,0.974350427,0.711182331,0.127693406,0.160592875,0.41141803,0.30029569,1.869919131,0.425225569,1.041657927,-6.619512966,2.846780868,22,0.14447995,1.632711004,0.079011104,1.779903295,3.16805574,1.370043074,0.795137427,0.310373869,0.425225569,0.390339906,0.534782485,11,10.12983029,0
0.21164264,0.775979624,0.339019567,0.874314911,0.096159382,0.352564687,0.154032817,0.397243114,1.126724058,0.242066831,0.885272581,-6.58135565,2.981831164,27,0.163368451,1.617204049,-0.025212363,1.794876301,3.221580936,0.387754529,0.272742522,0.624278539,0.242066831,2.288893326,0.887528755,5,11.31836087,0
0.506195203,0.53988766,0.272688306,0.982360985,0.219976589,0.234618277,0.118501802,0.426903332,1.819565545,0.515284311,0.939085248,-6.752550352,3.079649412,28,0.173767371,1.663819849,-0.132322538,1.554834859,2.417511437,0.277584625,0.937593578,1.856314305,0.515284311,1.979870969,0.549581741,1,10.98927669,0
0.173800793,0.481969091,0.288288556,0.997871471,0.089499004,0.248190776,0.148454666,0.513855554,2.07040553,0.174171523,1.521679319,-6.636587963,3.04381076,26,0.176279414,1.487149223,0.150038576,1.565031161,2.449322534,0.288903496,0.360605683,0.602870942,0.174171523,1.67182873,0.482997164,14,11.81943259,0
0.276326061,0.609793387,0.662872135,0.973868215,0.109528901,0.241707204,0.262746323,0.386017573,1.597046206,0.283740712,1.099025891,-6.563056248,2.822208026,24,0.16325856,1.479879814,-0.038494597,1.722813526,2.968086446,0.680658969,0.453147028,0.416861784,0.283740712,0.919926113,0.62615596,7,10.51744077,0
0.47367949,0.760860077,0.375583178,0.796466703,0.196826048,0.31615699,0.156064499,0.330952462,1.046797864,0.594726042,0.645152836,-6.643376386,2.904597011,23,0.13569022,1.866347266,-0.188729055,1.821947297,3.319491952,0.471561681,0.622557951,1.261183989,0.594726042,2.025809786,0.955294269,6,9.152716435,0
1.475960521,0.522375533,0.533702356,0.563334763,0.476827975,0.168760115,0.17241939,0.18199252,1.078409547,2.620041615,0.281901916,-6.641167921,2.529196024,23,0.121701586,2.096402628,0.209646154,2.034779635,4.140328164,0.947398228,2.825477892,2.765512473,2.620041615,0.978776893,0.927291494,1,6.11775943,0
0.257926164,0.616992314,1.550504514,0.636120777,0.084247093,0.201529803,0.50644532,0.207777783,1.031002758,0.405467284,0.727062913,-6.755734949,2.839006705,25,0.135081868,1.816600739,0.15823251,1.986921355,3.947856469,2.437437307,0.418037888,0.166349831,0.405467284,0.397930034,0.96992951,8,9.237558978,0
1.032243029,0.574524255,0.610835146,0.749565038,0.347888362,0.193627175,0.205864735,0.252619728,1.304670832,1.377122701,0.466505041,-6.646850916,2.770510183,19,0.14872638,1.693771335,-0.127023993,1.858651657,3.454585983,0.814919474,1.79669182,1.689888076,1.377122701,0.940555334,0.766476858,2,7.977802287,0
0.629990518,1.224641266,0.257554101,0.897428725,0.209325977,0.406909663,0.085577104,0.298187257,0.732809476,0.701995045,0.483885121,-6.747011429,2.762897504,24,0.138575315,1.877283808,-0.207717709,1.771305339,3.137522603,0.286991149,0.514428621,2.446051198,0.701995045,4.754889399,1.364611174,6,9.288441813,0
0.640062457,0.227965631,0.152796575,1.038036185,0.310881844,0.110724157,0.074214134,0.504179865,4.553476677,0.616609003,1.195855525,-6.565746767,2.742131318,24,0.152615722,1.683629564,0.243431735,1.807704406,3.267795221,0.147197735,2.807714712,4.188984318,0.616609003,1.491955112,0.219612413,1,10.54331508,0
1.210574074,1.554519315,0.668820508,1.312204235,0.255066149,0.327534897,0.140919482,0.276479472,0.844122181,0.922550044,0.474560548,-6.87090332,2.861277683,22,0.149353296,1.695188494,0.053459135,1.997522317,3.990095405,0.509692387,0.778744955,1.810013388,0.922550044,2.324269808,1.184662626,1,7.738330559,0
0.544607204,0.318154899,0.659952583,0.853358027,0.229204772,0.133899479,0.277749321,0.359146428,2.68220929,0.638193099,0.989100035,-6.683571557,2.955212316,26,0.119817529,2.03762576,-0.128801776,2.292482392,5.255475519,0.773359554,1.71176746,0.825221717,0.638193099,0.482087513,0.372826984,1,9.324498257,0
1.564139701,1.540667223,0.467498716,0.465024896,0.387419283,0.381605422,0.115794016,0.115181279,0.301833446,3.363561204,0.149775786,-6.66606236,2.157407309,15,0.104234185,2.302504158,0.157676321,2.565583845,6.582220464,1.005319758,1.015235268,3.345762558,3.363561204,3.295553912,3.31308546,3,4.884671944,0
1.022693863,1.00568918,0.587713893,0.89986832,0.290871436,0.286035017,0.167155774,0.255937774,0.894777768,1.136492796,0.443638258,-6.815164063,2.841981294,18,0.096615759,2.347430051,0.017724858,2.712875905,7.359695678,0.653110994,1.016908488,1.740121981,1.136492796,1.711188374,1.117595939,2,7.877342346,0
2.457182874,0.985587431,0.590820913,0.648803012,0.524770609,0.210487922,0.126179233,0.138562235,0.658290671,3.787255653,0.188453761,-6.730214486,2.355795963,17,0.10793138,2.223292636,0.321931575,2.394140379,5.731908156,0.910632199,2.493115066,4.158930089,3.787255653,1.668166121,1.519085783,3,5.927191145,0
2.460966399,0.792661007,0.481997669,0.819188922,0.540300087,0.174027086,0.105821592,0.179851235,1.033466911,3.004149998,0.251777115,-6.762754408,2.420329478,24,0.125107729,2.094846879,-0.1083279,1.992660562,3.970696116,0.588384017,3.104689619,5.105764112,3.004149998,1.644532864,0.967616853,2,6.516435979,0
0.344253904,0.442614019,0.628674512,0.427583343,0.186777217,0.240143144,0.341091487,0.231988152,0.966041121,0.805115329,0.543399128,-6.556299542,2.86294216,19,0.136390056,1.864719866,-0.45182676,1.823227939,3.324160116,1.470297014,0.777774515,0.547586863,0.805115329,0.704043206,1.035152623,3,7.798921798,0
0.256046643,0.462616229,0.936178638,0.826881564,0.103172931,0.186409287,0.377229292,0.33318849,1.787402847,0.309653346,1.150583391,-6.609146291,2.964341529,25,0.133813022,1.765837044,-0.295065976,2.007877466,4.03157192,1.132179841,0.553475272,0.273501907,0.309653346,0.494153797,0.559470968,10,11.6676228,0
0.686871916,1.696563763,0.785252718,0.667280182,0.179060882,0.442277805,0.204707808,0.173953506,0.393312763,1.029360582,0.279965676,-6.733290966,2.713774253,18,0.127445494,1.798322063,0.405651514,2.215941947,4.91039871,1.176796104,0.404860655,0.874714471,1.029360582,2.160532174,2.542505846,7,7.506168978,0
1.063112918,1.054795362,0.739633756,0.894648486,0.283331273,0.281114553,0.197120523,0.238433651,0.848172563,1.188302372,0.422420789,-6.770961259,2.750481956,24,0.12031729,2.118365886,0.441910434,2.227648689,4.962418683,0.826731133,1.007885469,1.437350457,1.188302372,1.426104951,1.179005362,1,7.237908077,0
